spell_id	name	description_source	description
453409	Whirling Air	db2-template	$?a137041[Your next Lightning Bolt, Chain Lightning or Elemental Blast unleashes $s3 Surging Bolts at your Surging Totem.][The cast time of your next healing spell is reduced by $s1%.]
453428	Mean Streak	api	Fatebound Coins flipped by Envenom are 33% more likely to match the same face as the last flip.
453457	Edge Case	api	Activating Deathmark flips a Fatebound Coin and causes it to land on its edge, counting as both Heads and Tails.
453699	Flametouched	api	Increases the attack speed of your Dreadstalkers by 10% and their critical strike chance by 15%.
453726	Word of Supremacy	api	Power Word: Fortitude grants you an additional 5% stamina.
453729	Heightened Alteration	api	Increases the duration of Dispersion by 2 sec.
453744	Rune of Shadows	api	Reduces the cast time of Shadow Bolt by 10% and increases its damage by 15%.
453783	Manifested Power	api	Creating a Halo grants Surge of Light.\n\n Surge of Light\nYour healing spells and Smite have a 8% chance to make your next Flash Heal instant and cost 50% less mana. Stacks to 2.
453785	Earthen Ordinant's Ramolith	api	Summons the Earthen Ordinant's Ramolith, which serves as a mount.
453799	Empowered Surges	api	Your spells affected by Surge of Light heal for 5% more while Surge of Light is active.
453800	Improved Demonic Tactics	api	Increases the critical strike chance of your primary demon by 50% of your critical strike chance.
453828	Energy Cycle	api	Casting Mind Flay: Insanity has a 100% chance to conjure Shadowy Apparitions.
453845	Resonant Energy	api	Allies healed by your Halo receive 2% increased healing from you for 8 sec, stacking up to 5 times.
453852	Shock Pulse	api	Halo damage reduces enemy movement speed by 5% for 5 sec, stacking up to 5 times.
453908	Demonic Brutality	api	Damaging critical strikes dealt by you and your demons deal 230% damage instead of the usual 200%.
453917	Perfected Form	api	Your damage dealt is increased by 5% while Voidform is active.
453918	Incessant Screams	api	Psychic Scream creates an image of you at your location. After 4 sec, the image will let out a Psychic Scream.
454001	Sustained Potency	api	Creating a Halo extends the duration of Voidform by 1 sec. If Voidform is not active, up to 6 seconds is stored.\n\nWhile out of combat or affected by a loss of control effect, the duration of Voidform is paused for up to 20 sec.
454009	Tempest	api	Each Maelstrom Weapon spent has a 2.00% chance to upgrade your next Lightning Bolt to Tempest.
454021	Stormcaller	api	Increases the critical strike chance of your Nature damage spells by 5% and the critical strike damage of your Nature spells by 5%.
454022	Electroshock	api	Tempest increases your movement speed by 20% for 5 sec.
454026	Rolling Thunder	api	Doom Winds summons a Nature Feral Spirit for 12 sec.\n\nFeral Spirit\nAn Elemental Spirit infused with Nature magic, granting the summoner with 5% increased Nature damage and 5% Physical damage for 12 sec.
454027	Nature's Protection	api	Lightning Shield reduces the damage you take by 3%.
454286	Tempted Fate	api	You have a 30% chance to absorb 10% of any damage taken.
454372	Surging Currents	api	Casting Tempest grants Surging Currents, increasing the effectiveness of your next Chain Heal or Healing Surge by 16%, up to 80%.
454391	Unlimited Power	api	Spending Maelstrom Weapon stacks grants you 1% haste for 15 sec.\n\nMultiple applications may overlap.
454419	Deal Fate	api	Mutilate, Ambush, and Fan of Knives generate 1 additional combo point when they trigger Seal Fate.
454432	Inexorable March	api	You cannot be slowed below 70% of normal movement speed while your Fatebound Coin flips have an active streak of at least 2 flips matching the same face.
454433	Death's Arrival	api	Grappling Hook may be used a second time within 3 sec with no cooldown, but its total cooldown is increased by 5 sec.
454435	Destiny Defined	api	Sinister Strike has 5% increased chance to strike an additional time and grant Opportunity and your Fatebound Coins flipped have an additional 5% chance to match the same face as the last flip.
454483	August Blessing	api	When you would be healed above maximum health, you instead convert an amount equal to 40% of your critical strike chance to a heal over time effect.
454484	One With the Wind	api	You have a 10% chance to not reset your Elusive Brawler stacks after a successful dodge.
454735	Devastation	api	Increases the critical strike chance of your Destruction spells by 3%.
454744	Emberstorm	api	Increases the damage done by your Fire spells by 2% and reduces the cast time of your Incinerate spell by 20%.
454786	Ice Prison	api	Chains of Ice now also roots enemies for 4 sec but its cooldown is increased to 12 sec.
454788	Runic Protection	api	Your chance to be critically struck is reduced by 3% and your Armor is increased by 6%.
454822	Subduing Grasp	api	When you would pull an enemy, the damage they deal to you is reduced by 6% for 6 sec.
454835	Osmosis	api	Anti-Magic Shell increases healing received by 15%.
454842	Null Magic	api	Magic damage taken is reduced by 8% and the duration of harmful Magic effects against you are reduced by 35%.
454851	Vestigial Shell	api	Casting Anti-Magic Shell grants 2 nearby allies a Lesser Anti-Magic Shell that Absorbs up to 148 magic damage and reduces the duration of harmful Magic effects against them by 50%.
454919	Voltaic Surge	api	Crash Lightning and Chain Lightning damage increased by 15%.
454969	Memory of the Monastery	api	Tiger Palm's chance to activate Blackout Kick! is increased by 75% and Tiger Palm's damage is increased by 30%.
454983	Arcane Reach	api	The range of your helpful magics is increased by 5 yards.
455068	Ox Stance	api	Casting Purifying Brew grants a charge of Ox Stance. When you take damage that is greater than 60% of your current health, a charge is consumed to increase the amount you Stagger.
455072	Rapid Injection	api	Envenom's effect increases the damage of Envenom by 15%.
455088	Storm Swell	api	Tempest grants 7% Mastery for 6 sec.
455096	Arc Discharge	api	Tempest causes your next Chain Lightning to be instant cast, deal 40% increased damage, and cast an additional time.\n\nCan accumulate up to 2 charges.
455110	Supercharge	api	Lightning Bolt, Tempest, and Chain Lightning have a 35% chance to refund 2 Maelstrom Weapon stacks.
455123	Conductive Energy	api	Gain the effects of the Lightning Rod talent:\n\n Lightning Rod\nLightning Bolt and Chain Lightning make your target a Lightning Rod for 8 sec.\n \nLightning Rods take 10% of all damage you deal with Lightning Bolt and Chain Lightning.
455129	Awakening Storms	api	Stormstrike has a small chance to upgrade your next Lightning Bolt to Tempest.
455135	Menacing Magus	api	Your Magus of the Dead Shadow Bolt now fires a volley of Shadow Bolts at up to 8 nearby enemies.
455139	Elixir of Determination	api	When you fall below 40% health, you gain an absorb for 30% of your recently Purified damage, or a minimum of 8% of your maximum health. Cannot occur more than once every 15 sec.
455143	Acrobatic Strikes	api	Auto-attacks increase auto-attack damage by 3% and movement speed by 1% for 3 sec, stacking up to 10 times.
455386	Doomed Bidding	api	Consuming Sudden Doom summons forth a Lesser Ghoul to assist you for 6 sec.
455396	Foul Infections	api	Your diseases deal 10% more damage and have a 5% increased chance to critically strike.
455397	Festering Scythe	api	Festering Strike now follows up with a Festering Scythe that costs no Runes.\n\nFestering Scythe\nSlashes through all enemies within 14 yds in front of you, dealing 35 Shadow damage and hastening all of your plagues on targets hit to deal damage 35% faster for 25 sec.
455428	Barrier Diffusion	api	When your Barrier is removed, reduce its cooldown by 5 sec.
455449	Mark of Shatug	api	Your Summon Vilefiend becomes Summon Gloomhound and learns the following ability:\n\n Gloom Slash\nTooth and claw are drenched in malignant shadow magic, causing the Gloomhound's melee attacks to deal an additional 120 Shadow damage.
455450	Mark of F'harg	api	Your Summon Vilefiend becomes Summon Charhound and learns the following ability:\n\n Infernal Presence\nCloaked in the ever-burning flames of the abyss, dealing 60 Fire damage to enemies within 10 yards every 0.9 sec.
455461	Lethal Preservation	api	When you remove an effect with Soothe or Remove Corruption, gain a combo point and heal for 4% of your maximum health. If you are at full health an injured party or raid member will be healed instead.
455590	Earthsurge	api	Allies affected by your Earthliving effect receive 15% increased healing from you.
455797	Cenarius' Might	api	Swiftmend healing is increased by 20%.
455945	Absolute Serenity	api	Celestial Conduit now prevents all crowd control for its duration.
455993	Frostbane	api	Each foe struck with Glacial Advance has a chance to transform your next Frost Strike into Frostbane. The chance increases with the number of Razorice stacks on the target.\n\nFrostbane\nStart a frozen onslaught that strikes twice, unleashing the chilling essence of winter, dealing 30 Frost damage to all enemies caught in its wake with each strike.\n\nEach enemy struck reduces the damage dealt to the next foe by 5%, down to 40%.
456230	Arctic Assault	api	Consuming Killing Machine fires a Glacial Advance through your target at 60% effectiveness.
456237	Cryogenic Chamber	api	When Howling Blast consumes Rime, 15% of the damage it deals is gathered into the next cast of Remorseless Winter, up to 20 times.
456238	Hyperpyrexia	api	Your Runic Power spending abilities have a chance to additionally deal 30% of the damage dealt over 4 sec.
456240	The Long Winter	api	While Pillar of Frost is active your auto-attack critical strikes increase its duration by 1 sec, up to a maximum of 4 sec.
456270	Snap Induction	api	Activating Recklessness grants a charge of Thunder Blast.
456951	Improved Chaos Bolt	api	Increases the damage of Chaos Bolt by 10% and reduces its cast time by 0.5 sec.
457022	Ethereal Cloak	api	Cloak of Shadows duration increased by 2 sec.
457034	Bait and Switch	api	Evasion reduces magical damage taken by 15%. \n\nCloak of Shadows reduces physical damage taken by 20%.
457052	Deathstalker's Mark	api	Garrote applies 3 stacks of Deathstalker's Mark to your target, unless Deathstalker's Mark is already active. You learn Mark for Death.\n\nWhen you spend 5 or more combo points on attacks against a Marked target you consume an application of Deathstalker's Mark, dealing 54 Plague damage.\n\n\nMark for Death\nMove your active Deathstalker's Mark to your target.
457054	Hunt Them Down	api	Auto-attacks against Marked targets deal an additional 3 Plague damage.
457055	Singular Focus	api	Damage dealt to targets other than your Marked target deals 5% Plague damage to your Marked target.
457056	Lingering Darkness	api	After Deathmark expires, gain 30% increased Nature damage for 30 sec.
457057	Shadewalker	api	Each time you consume a stack of Deathstalker's Mark, reduce the cooldown of Shadowstep by 3 sec.
457058	Darkest Night	api	When you consume the final Deathstalker's Mark from a target or your target dies, gain 30 Energy and Darkest Night, causing your next Envenom cast with 5 or more combo points to critically strike, deal 35% additional damage, and apply 3 stacks of Deathstalker's Mark to the target if no other Deathstalker's Mark is active.\n\nEnvenom cast with Darkest Night does not consume a stack of active Deathstalker's Marks.
457062	Symbolic Victory	api	Shadow Dance additionally increases the damage of your next Eviscerate or Black Powder by 15%.
457063	Shroud of Night	api	Shroud of Concealment duration increased by 5 sec.
457067	Momentum of Despair	api	If you have critically struck with Fan of Knives, increase the critical strike chance of Fan of Knives and Crimson Tempest by 10% and critical strike damage by 20% for 8 sec.
457068	Follow the Blood	api	Fan of Knives and Crimson Tempest deal 30% additional damage while 2 or more enemies are afflicted with Rupture.
457512	Sanguine Stratagem	api	Gain 1 additional max combo point.\n\nYour finishing moves that consume more than 5 combo points have increased effects, and your finishing moves deal 5% increased damage.
457521	Mana Bomb	api	Arcane Surge's damage is increased by an additional 50% based on your mana spent.
457574	Unyielding Will	api	Anti-Magic Shell now removes all harmful magical effects when activated, but its cooldown is increased by 20 sec.
457735	Heat Shimmer	api	While Combustion is not active, damage from Ignite has a small chance to make your next Scorch instant, deal 100% increased damage, and deal damage as though your target was below 30% health.
457803	Molten Fury	api	Damage dealt to targets below 30% health is increased by 15%.
457974	Jadefire Stomp	api	At the end of your Fists of Fury channel, you release a Jadefire Stomp, dealing 35 damage to 5 enemies in front of you and increasing your movement speed by 20% for 3 sec.
458034	Improved Haunt	api	Increases the damage of Haunt by 35% and reduces its cast time by 0.3 sec.
458359	Radiant Glory	api	Avenging Wrath is replaced with Radiant Glory.\n\nRadiant Glory\nWake of Ashes activates Avenging Wrath for 8 sec.
458431	Lotus Infusion	api	Allies with Renewing Mist receive 6% more healing from you and Renewing Mist's duration is increased by 2 sec.
458437	Inspired Intellect	api	Arcane Intellect grants you an additional 2% Intellect.
458572	Bone Collector	api	When you would pull an enemy generate 1 charge of Bone Shield.\n\n Bone Shield\nSurrounds you with a barrier of whirling bones, increasing Armor by 110. Each melee attack against you consumes a charge. Lasts 30 sec or until all charges are consumed.
458623	Ferociousness	api	Critical Strike chance increased by 2%. This effect is increased by 100% while Xuen, the White Tiger is active.
458718	Desperate Measures	api	Desperate Prayer lasts an additional 10 sec.\n\nAngelic Bulwark's absorption effect is increased by 15% of your maximum health.
458752	Carnage	api	Consumption now contributes to your Mastery: Blood Shield.\n\nEach time an enemy strikes your Blood Shield, the cooldown of Consumption has chance to be reset.
458753	Bloodied Blade	api	Parrying an attack grants you a charge of Bloodied Blade, increasing your Strength by 0.5%, up to 4.0% for 15 sec.\n\nAt 8 stacks, your next parry consumes all charges to unleash a Heart Strike at 300% effectiveness, and increases your Strength by 10% for 6 sec.
459120	Rumbling Earth	api	Upheaval causes an aftershock at its location, dealing 30% of its damage 2 additional times.
459440	Ravenous Afflictions	api	Critical strikes from your Agony, Corruption, and Unstable Affliction have a chance to grant Nightfall.
459450	Padded Armor	api	Survival of the Fittest gains an additional charge.
459455	Scout's Instincts	api	You cannot be slowed below 80% of your normal movement speed while Aspect of the Cheetah is active.
459460	Tar-Coated Bindings	api	Binding Shot's stun duration is increased by 1 sec.
459488	Moment of Opportunity	api	When a trap triggers, gain 30% increased movement speed for 3 sec.
459502	Serrated Tips	api	You gain 2% more critical strike from critical strike sources.
459506	Kindling Flare	api	Flare's radius is increased by 50%.
459507	Territorial Instincts	api	The cooldown of Intimidation is reduced by 20 sec.
459517	Emergency Salve	api	Feign Death and Aspect of the Turtle removes poison and disease effects from you.
459527	Unnatural Causes	api	Your damage over time effects deal 10% increased damage.\n\nThis effect is increased by 50% on targets below 20% health.
459534	Trigger Finger	api	Haste increased by 2%.
459537	Imminent Destruction	api	Deep Breath reduces the Essence cost of your next 6 Eruptions by 1.
459542	Specialized Arsenal	api	Kill Command deals 10% increased damage.
459546	No Hard Feelings	api	When Misdirection targets your pet, it reduces the damage they take by 50% for 5 sec.\n\nThe cooldown of Misdirection is reduced by 5 sec.
459550	Go for the Throat	api	Kill Command deals increased critical strike damage equal to 100% of your critical strike chance.
459552	Laceration	api	When your pet attacks critically strike, they cause their target to bleed for 8% of the damage dealt over 6 sec.
459559	Phantom Reach	api	Increases the range of most spells by 15%.
459693	Thundering Hooves	api	Bestial Wrath causes all active pets to Stomp at 200% effectiveness.\n\nStomp damage increased by 30%.
459730	Huntmaster's Call	api	Summoning a Dire Beast 8 times sounds the Horn of Valor, summoning either Hati or Fenryr to battle.\n\nHati\nIncreases the damage of all your pets by 4%.\n\nFenryr\nPounces your primary target, inflicting a heavy bleed that deals 280 damage over 8 sec and grants you 4% Haste.
459783	Penetrating Shots	api	Gain critical strike damage equal to 25% of your critical strike chance.
459794	Quick Draw	api	Rapid Fire shoots 3 additional shots.\n\nAimed Shot grants 50% increased movement speed for 2 sec, decaying rapidly over its duration.
459802	Small Game Hunter	api	Explosive Shot deals 15% increased damage and Volley deals 25% increased damage.
459843	Grenade Juggler	api	Flamefang Pitch gains 1 additional charge. \n\nThrowing your Flamefang Pitch grants 1 charge of Wildfire Bomb.
459939	Outland Venom	api	Each damage over time effect on a target increases the critical strike damage they receive from you by 4%.
459964	Flanker's Advantage	api	Kill Command grants an additional 5 Focus and its critical strike chance is increased by 10%.
459983	Kodo Tranquilizer	api	Tranquilizing Shot removes 1 additional Magic effect from up to 2 nearby targets.
459991	Devilsaur Tranquilizer	api	If Tranquilizing Shot removes only an Enrage effect, its cooldown is reduced by 5 sec.
460198	Wildfire Infusion	api	Kill Command damage increased by 15%.\n\nKill Command reduces the cooldown of Wildfire Bomb by 1.0 sec.
460276	Rising Dragon Sweep	api	Whirling Dragon Punch knocks enemies up into the air and causes them to fall slowly until they reach the ground.
460551	Doom	api	When Demonbolt consumes a Demonic Core it inflicts impending doom upon the target, dealing 1,531 Shadow damage to enemies within 10 yds of its target after 20 sec or when removed. Damage is reduced beyond 8 targets.\n\nHand of Gul'dan reduces the duration of Doom by 3 sec.
460590	Permafrost Lances	api	Frozen Orb increases Shatter's damage by 10% for its duration.
460697	Totem of Wrath	api	Stormkeeper summons a totem at your feet for 15 sec that increases the critical effect of damage and healing spells of all nearby allies within 40 yards by 15% for 15 sec.
460720	Wrench Evil	api	Turn Evil's cast time is reduced by 100%.
461243	Light's Protection	api	Allies with Beacon of Light receive 5% less damage.
461244	Overflowing Light	api	30% of Holy Shock's overhealing is converted into an absorb shield. The shield amount cannot exceed 10% of your max health.
461246	Glorious Dawn	api	Holy Shock has a 12% chance to refund a charge when cast and its healing is increased by 10%.
461248	High Voltage	api	Each wave of Arcane Missiles has a 50% chance to grant you 1 Arcane Charge.\n\nArcane Missiles damage increased by 20%.
461251	Charged Missiles	api	Each wave of Arcane Missiles will consume an Arcane Charge to increase its damage by 40%.
461257	Focusing Crystal	api	Each wave of Arcane Missiles has a 50% chance to grant 1 additional stack of Arcane Salvo.
461260	Consortium's Bauble	api	Reduces Arcane Blast's mana cost by 5% and increases its damage by 8%.
461261	Brainstorm	api	Gaining Clearcasting increases your Intellect by 1% for 8 sec. Multiple instances may overlap.
461273	Truth Prevails	api	Judgment heals you for 912 and its mana cost is reduced by 30%. 50% of overhealing from this effect is transferred onto 2 allies within 40 yds.
461278	Extrication	api	Word of Glory and Light of Dawn gain up to 30% additional chance to critically strike, based on their target's current health. Lower health targets are more likely to be critically struck.
461287	Liberation	api	12% of Word of Glory and Light of Dawn's healing is converted into Holy damage that strikes a nearby enemy.
461917	Bane of Havoc	api	Curses the ground with a demonic bane, causing all of your single target spells to also strike targets marked with the bane for  60% of the damage dealt. Lasts 10 sec.
462036	Blackrock Munitions	api	Wildfire Bomb and Flamefang Pitch deal 20% increased critical strike damage.
462368	Elemental Resistance	api	Healing from Healing Stream Totem reduces Fire, Frost, and Nature damage taken by 6% for 3 sec.
462375	Master of the Elements	api	Casting Lava Burst increases the healing of your next Healing Wave by 30%, stacking up to 2 times.\n\nHealing Wave applies Flame Shock to a nearby enemy when empowered by Master of the Elements.
462383	Spouting Spirits	api	Spirit Link Totem reduces damage taken by an additional 5%, and it restores 4,357 health to all nearby allies 1 second after it is dropped. Healing reduced beyond 5 targets.
462424	Tidewaters	api	When you cast Healing Rain, each ally with your Riptide on them is healed for 1,005.
462440	First Ascendant	api	The cooldown of Ascendance is reduced by 60 sec.
462443	Preeminence	api	Your haste is increased by 25% during Ascendance and its duration is increased by 3 sec.
462454	Reactive Warding	api	When refreshing Earth Shield, your target is healed for 830 for each stack of Earth Shield they are missing.\n\nAdditionally, Earth Shield can consume charges 1.0 sec faster.
462587	White Water	api	Your critical heals have 215% effectiveness instead of the usual 200%.
462620	Earthquake	api	Causes the earth within 8 yards of your target to tremble and break, dealing 1,433 Nature damage over 6 sec and has a 5% chance to knock the enemy down. Multiple uses of Earthquake may overlap.\n\nThis spell is cast at your target.
462695	Storm Frenzy	api	Reduces the cast time of Lightning Bolt and Chain Lightning by 15%.
462757	Thunderstrike Ward	api	Imbue your shield with the element of Lightning for 1 hour, giving Lightning Bolt and Chain Lightning a chance to call down 2 Thunderstrikes on your target for 271 Nature damage.
462762	Encasing Cold	api	Increases the cooldown of Frost Shock by 15 sec, but Frost Shock now freezes targets in place for 4 sec.
462764	Arctic Snowstorm	api	Enemies within 10 yds of your Frost Shock are snared by 30%.
462791	Ascending Air	api	Wind Rush Totem's cooldown is reduced by 30 sec and its movement speed effect lasts an additional 2 sec.
462796	Enhanced Imbues	api	The effects of your weapon and shield imbues are increased by 30%.
462817	Jet Stream	api	Wind Rush Totem's movement speed bonus is increased by 10% and now removes snares.
462840	Fusion of Elements	api	Consuming Power of the Maelstrom additionally fires an Elemental Blast at your target at 40% effectiveness.
462854	Skyfury	api	Harness the fury of the Windlord to grant a target ally 2% Mastery and empower their auto attacks to have a 20% chance to instantly strike again for 1 hour.\n\nIf the target is in your party or raid, all party and raid members will be affected.
462862	Lightning Capacitor	api	While Lightning Shield is active, your Nature damage dealt is increased by 8%.
462866	Elemental Unity	api	While a Fire Elemental is active, your Fire damage dealt is increased by 6%.\n\nWhile a Storm Elemental is active, your Nature damage dealt is increased by 6%.
462867	Everlasting Elements	api	Increases the duration of your Elementals by 20%.
466867	Avian Specialization	api	The damage bonus of Spotter's Mark is increased by 20%.\n\nAdditionally, your Eagle learns how to Fetch.\n\n Spotter's Mark\nDamaging an enemy with abilities empowered by Precise Shots has a 30% chance to apply Spotter's Mark to the primary target, causing your next Aimed Shot to deal 20% increased damage to the target.
466904	Harrier's Cry	api	Your Eagle descends from the skies with a screech, giving the signal to attack.\n\nIncreases haste by 30% for all party and raid members for 40 sec.\n\nAllies receiving this effect will become Sated and unable to benefit from Harrier's Cry or similar effects again for 10 min.
466930	Black Arrow	api	You attempt to finish off a wounded target, dealing 121 Shadow damage and 140 Shadow damage over 8 sec. Only usable on enemies above 80% health or below 20% health.
466990	Withering Fire	api	Bestial Wrath causes you to surrender to darkness, granting you Withering Fire for 10 sec and Deathblow.\n\n Withering Fire\nCasting Black Arrow fires a barrage of 2 additional Black Arrows at nearby targets at 50% effectiveness, prioritizing enemies that aren't affected by Black Arrow's damage over time effect.
467270	Refreshment	api	Life Cocoon grants up to 5 stacks of Mana Tea and applies 2 stacks of Healing Elixir to its target.
467293	Jadefire Teachings	api	Ancient Teachings transfers an additional 270% damage to healing.\n\nYour Stamina is increased by 8%.
467307	Rushing Wind Kick	api	Kick up a powerful gust of wind, dealing 62 Nature damage in a 25 yd cone to enemies in front of you, split evenly among them. Damage is increased by 6% for each target hit, up to 30%.
467316	Jade Empowerment	api	Crackling Jade Lightning's damage is increased by 300% and now chains to 4 additional enemies at 25% effectiveness.
467644	The Bell Tolls	api	All pet damage increased by 6%.\n\nDire Beast damage increased by 10%.
467741	Shadow Dagger	api	While in combat, Disengage releases a fan of shadow daggers, dealing 0 Shadow damage per second and reducing affected target's movement speed by 30% for 6 sec.
467749	Bleak Arrows	api	Your auto shot now deals Shadow damage, allowing it to bypass armor.\n\nAuto shot damage increased by 100%.
467778	Lightning Conduit	api	You have a chance to get struck by lightning, increasing your movement speed by 50% for 5 sec. The effectiveness is increased to 100% in outdoor areas.\n\nYou call down a Thunderstorm when you Reincarnate.
467897	Ebon Bowstring	api	Casting Black Arrow has a 15% chance to grant Deathblow.\n\n Deathblow\nThe cooldown of Kill Shot is reset. Your next Kill Shot can be used on any target, regardless of their current health.
467902	Banshee's Mark	api	Black Arrow and Bleak Powder critical strike damage increased by 10%.
467911	Bleak Powder	api	Black Arrow now explodes in a cloud of shadow and sulfur on impact, dealing 87 Shadow damage to all enemies within an 8 yd cone behind the target. Damage reduced beyond 8 targets.
468430	Zen Focus Tea	api	Thunder Focus Tea provides immunity to Silence and Interrupt effects for 5 sec.
468454	Bear the Burden	api	Word of Glory's mana cost is reduced by 100% and now reduces the cooldown of Blessing of Freedom by 4 sec when cast, but its healing is reduced by 50% when cast on allies.
468571	Herald of the Storms	api	Reduces the cooldown of Stormkeeper by 15 sec.
468625	Charged Conduit	api	Increases the duration of Lightning Rod by 4 sec and its damage bonus by 25%.
468626	Earthshatter	api	Increases Earth Shock and Earthquake damage by 8% and the stat bonuses granted by Elemental Blast by 25%.
468695	Snakeskin Quiver	api	Your auto shot has a 15% chance to also fire a Cobra Shot at your target.
468701	Serpentine Strikes	api	Cobra Shot critical damage dealt increased by 50%.\n\nWhen Cobra Shot critically strikes, it refunds 10 Focus.
468743	Whirling Stars	api	Celestial Alignment's cooldown is reduced by 60 seconds and it has two charges.
468936	Sunseeker Mushroom	api	Sunfire damage has a chance to grow a magical mushroom at a target's location. After 1 sec, the mushroom detonates, dealing 1,010 Nature damage and then an additional 570 Nature damage over 10 sec. Affected targets are slowed by 50%.\n\nGenerates up to 20 Astral Power based on targets hit.
469004	Hail of Stars	api	Casting a free Starsurge or Starfall grants Solstice for 3 sec.
469279	Worthy Sacrifice	api	You automatically cast Blessing of Sacrifice onto an ally within 40 yds when they are below 35% health and you are not in a loss of control effect.\n\nThis effect activates 100% of Blessing of Sacrifice's cooldown.
469304	Steed of Liberty	api	Divine Steed also grants Blessing of Freedom for 3.0 sec.\n\n Blessing of Freedom:\nBlesses a party or raid member, granting immunity to movement impairing effects for 8 sec.
469309	Eye for an Eye	api	Melee and ranged attackers receive 133 Holy damage each time they strike you during Divine Protection and Divine Shield.
469314	Feral Spirit	api	Casting Sundering summons 1 Fire Feral Spirit and Doom Winds summons 1 Nature Feral Spirit by your side for 8 sec.\n\nFeral Spirit\nAn Elemental Spirit Wolf infused with Fire or Nature magic, granting the summoner with 5% increased Fire or Nature damage and 5% Physical damage for 8 sec.
469316	Stoicism	api	The duration of stun effects on you is reduced by 20%.
469317	Stand Against Evil	api	Turn Evil now affects 5 additional enemies.
469321	Righteous Protection	api	Blessing of Sacrifice now removes and prevents all Poison and Disease effects.
469325	Light's Countenance	api	The cooldown of Blinding Light is reduced by 15 sec.
469337	Sacred Strength	api	Holy Power spending abilities have 2% increased damage and healing.
469409	Divine Spurs	api	Divine Steed's cooldown is reduced by 20%, but its duration is reduced by 40%.
469411	A Just Reward	api	After Cleanse successfully removes an effect from an ally, they are healed for 2,052.
469416	Lightbearer	api	10% of all healing done to you from other sources heals up to 4 nearby allies, divided evenly among them.
469434	Selfless Healer	api	Flash of Light and Holy Light are 30% more effective on your allies and 40% of the healing done also heals you.
469439	Inspired Guard	api	Divine Protection increases healing taken by 15% for its duration.
469445	Holy Reprieve	api	Your Forbearance's duration is reduced by 10 sec.
469476	Divine Reach	api	The radius of your auras is increased by 20 yds.
469638	Soul Drinker	api	Kill Command has a 20% chance and Barbed Shot has a 50% chance to grant Deathblow.\n\n Deathblow\nThe cooldown of Kill Shot is reset. Your next Kill Shot can be used on any target, regardless of their current health.
469642	Death Perception	api	Find Weakness increases the damage of finishing moves by 5%.\n\nShadow Dance increases the damage of finishing moves by 5%.\n\nShadow Blades increases the damage of finishing moves by 5%.
469701	Tempered in Battle	api	When you or an ally wielding a Holy Bulwark are healed above maximum health, transfer 100% of the overhealing to your ally.\n\nWhen you or an ally wielding a Sacred Weapon drop below 40% health, redistribute your health immediately and every 1 sec for 4 sec. May only occur once per cast.
469770	Blessed Calling	api	Allies affected by your Blessings have 15% increased movement speed.
469780	Lead the Charge	api	Divine Steed reduces the cooldown of 4 nearby ally's major movement ability by 3.0 sec.\n\nYour movement speed is increased by 3%.
469870	Reaper's Onslaught	api	Reduces the cooldown of Reaper's Mark by 15 sec, but the amount of Obliterates and Frostscythes empowered by Exterminate is reduced by 1.
469880	Barbed Scales	api	Casting Cobra Shot reduces the cooldown of Barbed Shot by 2 sec.
469883	Refining Fire	api	Enemies struck by Avenger's Shield burn with holy fire, suffering 100% additional Radiant damage over 5 sec.
469886	Authoritative Rebuke	api	Successfully dispelling a harmful effect reduces Cleanse's cooldown by 1.0 sec. Effect increased by 100% while wielding a Holy Armament.
469895	Spellbreaker	api	Eye for an Eye can now also trigger at 100% effectiveness from direct Magic damage.
470021	Signature Spell	api	Arcane Blast and Arcane Pulse damage increased by 15%.\n\nCasting Touch of the Magi conjures 4 Arcane Splinters.
470057	Voltaic Blaze	api	Instantly shocks the target and 5 enemies within 10 yds with blazing thunder, applying Flame Shock and dealing 1,511 Nature damage. Always critically strikes.\n\nGenerates 1 stack of Maelstrom Weapon.
470076	Coalescing Water	api	Healing Wave and Chain Heal increase the initial healing of your next Riptide by 30%, stacking up to 2 times.
470347	Supercharger	api	Kingsbane supercharges 1 combo point.\n\nDamaging finishing moves consume a supercharged combo point to function as if they spent 2 additional combo points.
470411	Flame Shock	api	Sears the target with fire, causing 86 Volcanic damage and then an additional 511 Volcanic damage over 18 sec.\n\nFlame Shock can be applied to a maximum of 6 targets.\n\nIf Flame Shock is dispelled, a volcanic eruption wells up beneath the dispeller, exploding for 12,065 Volcanic damage and knocking them into the air.
470549	Improved Swiftmend	api	Swiftmend healing increased by 30%.
470562	Renewing Surge	api	Swiftmend cooldown is reduced by 15%, increasing up to 30% on lower health targets.
470668	Forced Induction	api	Increase the bonus granted when a damaging finishing move consumes a supercharged combo point by 1.
470669	Echoing Reprimand	api	After consuming a supercharged combo point, your next Mutilate also strikes the target with an Echoing Reprimand dealing 41 Physical damage.
470943	Feathered Frenzy	api	Trueshot sends your Spotting Eagle into a frenzy, instantly applying Spotter's Mark to your target. \n\nDuring Trueshot, your chance to apply Spotter's Mark is increased by 100%.
470945	Aspect of the Hydra	api	Aimed Shot, Rapid Fire, and Arcane Shot now hit 1 additional target for 35% of their damage.
